freq_mhz,field_corr_dbuvm,mode
30.0,18.425425094393248,Afternoon standby vs ambient
30.048828125,20.89742509439325,Afternoon standby vs ambient
30.09765625,21.300425094393248,Afternoon standby vs ambient
30.146484375,21.48142509439325,Afternoon standby vs ambient
30.1953125,21.57542509439325,Afternoon standby vs ambient
30.244140625,22.16042509439325,Afternoon standby vs ambient
30.29296875,21.933425094393247,Afternoon standby vs ambient
30.341796875,22.18442509439325,Afternoon standby vs ambient
30.390625,22.219425094393248,Afternoon standby vs ambient
30.439453125,22.23342509439325,Afternoon standby vs ambient
30.48828125,22.54542509439325,Afternoon standby vs ambient
30.537109375,22.583425094393245,Afternoon standby vs ambient
30.5859375,23.16042509439325,Afternoon standby vs ambient
30.634765625,22.976425094393246,Afternoon standby vs ambient
30.68359375,23.287425094393246,Afternoon standby vs ambient
30.732421875,23.16942509439325,Afternoon standby vs ambient
30.78125,23.247425094393247,Afternoon standby vs ambient
30.830078125,23.744425094393247,Afternoon standby vs ambient
30.87890625,23.63042509439325,Afternoon standby vs ambient
30.927734375,24.07242509439325,Afternoon standby vs ambient
30.9765625,24.049425094393246,Afternoon standby vs ambient
31.025390625,24.448425094393247,Afternoon standby vs ambient
31.07421875,24.77642509439325,Afternoon standby vs ambient
31.123046875,24.81042509439325,Afternoon standby vs ambient
31.171875,25.29742509439325,Afternoon standby vs ambient
31.220703125,25.132425094393252,Afternoon standby vs ambient
31.26953125,25.62642509439325,Afternoon standby vs ambient
31.318359375,25.644425094393245,Afternoon standby vs ambient
31.3671875,26.04542509439325,Afternoon standby vs ambient
31.416015625,26.45942509439325,Afternoon standby vs ambient
31.46484375,26.26442509439325,Afternoon standby vs ambient
31.513671875,26.196425094393252,Afternoon standby vs ambient
31.5625,26.09642509439325,Afternoon standby vs ambient
31.611328125,26.193425094393252,Afternoon standby vs ambient
31.66015625,26.390425094393247,Afternoon standby vs ambient
31.708984375,26.247425094393247,Afternoon standby vs ambient
31.7578125,26.503425094393247,Afternoon standby vs ambient
31.806640625,26.247425094393247,Afternoon standby vs ambient
31.85546875,26.56342509439325,Afternoon standby vs ambient
31.904296875,26.60842509439325,Afternoon standby vs ambient
31.953125,27.716425094393248,Afternoon standby vs ambient
32.001953125,28.93442509439325,Afternoon standby vs ambient
32.05078125,27.82542509439325,Afternoon standby vs ambient
32.099609375,26.754425094393252,Afternoon standby vs ambient
32.1484375,26.27642509439325,Afternoon standby vs ambient
32.197265625,26.452425094393245,Afternoon standby vs ambient
32.24609375,26.189425094393247,Afternoon standby vs ambient
32.294921875,25.95642509439325,Afternoon standby vs ambient
32.34375,26.055425094393247,Afternoon standby vs ambient
32.392578125,25.707425094393248,Afternoon standby vs ambient
32.44140625,25.72742509439325,Afternoon standby vs ambient
32.490234375,25.262425094393247,Afternoon standby vs ambient
32.5390625,25.33142509439325,Afternoon standby vs ambient
32.587890625,25.62742509439325,Afternoon standby vs ambient
32.63671875,25.692425094393247,Afternoon standby vs ambient
32.685546875,26.29842509439325,Afternoon standby vs ambient
32.734375,25.56642509439325,Afternoon standby vs ambient
32.783203125,24.67842509439325,Afternoon standby vs ambient
32.83203125,23.81042509439325,Afternoon standby vs ambient
32.880859375,23.79442509439325,Afternoon standby vs ambient
32.9296875,23.710425094393248,Afternoon standby vs ambient
32.978515625,23.17542509439325,Afternoon standby vs ambient
33.02734375,23.22442509439325,Afternoon standby vs ambient
33.076171875,22.98942509439325,Afternoon standby vs ambient
33.125,23.055425094393247,Afternoon standby vs ambient
33.173828125,22.93742509439325,Afternoon standby vs ambient
33.22265625,22.754425094393252,Afternoon standby vs ambient
33.271484375,22.607425094393246,Afternoon standby vs ambient
33.3203125,22.36842509439325,Afternoon standby vs ambient
33.369140625,22.619425094393247,Afternoon standby vs ambient
33.41796875,22.619425094393247,Afternoon standby vs ambient
33.466796875,22.60642509439325,Afternoon standby vs ambient
33.515625,22.32842509439325,Afternoon standby vs ambient
33.564453125,22.052425094393246,Afternoon standby vs ambient
33.61328125,22.44442509439325,Afternoon standby vs ambient
33.662109375,22.028425094393246,Afternoon standby vs ambient
33.7109375,22.305425094393247,Afternoon standby vs ambient
33.759765625,22.241425094393247,Afternoon standby vs ambient
33.80859375,22.18842509439325,Afternoon standby vs ambient
33.857421875,22.34942509439325,Afternoon standby vs ambient
33.90625,22.50842509439325,Afternoon standby vs ambient
33.955078125,23.06642509439325,Afternoon standby vs ambient
34.00390625,22.77342509439325,Afternoon standby vs ambient
34.052734375,23.210425094393248,Afternoon standby vs ambient
34.1015625,23.43142509439325,Afternoon standby vs ambient
34.150390625,23.479425094393246,Afternoon standby vs ambient
34.19921875,23.76142509439325,Afternoon standby vs ambient
